****** Levels
 1.1418197E+16       2.    3  'S IV 2Po 1'  0   0.  0
  0.0561  0.0626  0.0691  0.0755  0.0820  0.0885  0.0949  0.1014  0.1079  0.1143
  0.1208  0.1273  0.1337  0.1402  0.1467  0.1531  0.1596  0.1661  0.1725  0.1790
  0.1855  0.1919  0.1984  0.2049  0.2178  0.2243  0.2307  0.2437  0.2501  0.2566
  0.2760  0.2824  0.2889  0.3083  0.3277  0.3536  0.3924  0.4182  0.4506  0.5540
  0.6963  0.7286  1.3318
  0.0010  0.1126  0.2379  0.2933  0.4083  0.6100  0.9162  1.2867  1.6298  1.8914
  2.0544  2.1150  2.0742  1.9345  1.7006  1.3784  0.9731  0.4948 -0.0436 -0.6057
 -1.1005 -1.3501 -1.3391 -1.2358 -1.1166 -1.0247 -0.9559 -0.9035 -0.8684 -0.8591
 -0.8808 -0.9162 -0.9379 -0.9337 -0.8808 -0.8648 -0.8661 -0.8950 -0.9022 -0.8946
 -0.8197 -0.8135 -0.8255 -0.8963 -0.9410 -0.9536 -1.0143 -1.0368 -1.0958 -1.2305
 -1.4129 -1.4988 -3.3108
  23  39   1    167      0      0      0   4.732E-19   0.000E+00
 -0.0746 -0.0617 -0.0488 -0.0423 -0.0358 -0.0294 -0.0229 -0.0164 -0.0100 -0.0035
  0.0030  0.0094  0.0159  0.0223  0.0288  0.0353  0.0417  0.0482  0.0547  0.0611
  0.0676  0.0741  0.0805  0.0870  0.0935  0.0999  0.1064  0.1193  0.1258  0.1323
  0.1387  0.1452  0.1517  0.1581  0.1646  0.1711  0.1775  0.1840  0.1969  0.2034
  0.2099  0.2163  0.2293  0.2357  0.2422  0.2551  0.2616  0.2745  0.2810  0.2875
  0.3069  0.3198  0.3327  0.3392  0.3457  0.3650  0.3715  0.3780  0.3909  0.3974
  0.4038  0.4168  0.4232  0.4362  0.4556  0.5526  1.2132
 -0.0292 -0.0412 -0.0250 -0.0326 -0.0658 -0.1181 -0.1614 -0.0954  0.0873  0.2947
  0.4406  0.4884  0.4360  0.2868  0.0592 -0.1571 -0.1119  0.2000  0.4979  0.7065
  0.8041  0.8043  0.7389  0.6852  0.7260  0.8287  0.9150  1.0112  1.0959  1.2484
  1.4304  1.5899  1.6899  1.7138  1.6581  1.5252  1.3210  1.0561  0.4552  0.2449
  0.1562  0.1396  0.1470  0.1304  0.0881 -0.0278 -0.0749 -0.1430 -0.1645 -0.1758
 -0.1780 -0.1856 -0.1508 -0.1502 -0.1789 -0.3466 -0.3794 -0.3870 -0.3486 -0.3367
 -0.3476 -0.4150 -0.4419 -0.4619 -0.4895 -0.6837 -2.6645
  24  39   1    169      0      0      0   3.803E-19   0.000E+00
 -0.0788 -0.0594 -0.0530 -0.0465 -0.0271 -0.0206 -0.0077 -0.0012  0.0117  0.0182
  0.0246  0.0311  0.0376  0.0440  0.0505  0.0570  0.0634  0.0699  0.0764  0.0828
  0.0893  0.0958  0.1022  0.1087  0.1152  0.1216  0.1281  0.1345  0.1475  0.1539
  0.1604  0.1669  0.1733  0.1798  0.1863  0.1927  0.1992  0.2057  0.2121  0.2186
  0.2251  0.2315  0.2380  0.2445  0.2509  0.2639  0.2703  0.3027  0.3091  0.3221
  0.3285  0.3350  0.3479  0.3544  0.3609  0.3673  0.3738  0.3932  0.3997  0.4061
  0.4320  0.4449  0.4514  0.4708  0.5419  0.6260  0.7230  0.8135  1.3295
 -0.5345 -0.3188 -0.2617 -0.2233 -0.0668  0.0177  0.2105  0.2744  0.3239  0.4262
  0.5769  0.7624  0.9772  1.1493  1.2612  1.3299  1.4148  1.5744  1.7739  1.9385
  2.0253  2.0218  1.9285  1.7540  1.5201  1.2711  1.0626  0.9034  0.6146  0.5162
  0.4985  0.5530  0.6576  0.7774  0.8679  0.8985  0.8587  0.7559  0.6138  0.4849
  0.4376  0.4833  0.5512  0.5860  0.5692  0.4666  0.4391  0.3659  0.3434  0.2704
  0.2453  0.2467  0.2912  0.3016  0.2948  0.2732  0.2389  0.0857  0.0495  0.0275
 -0.0084 -0.0190 -0.0318 -0.1060 -0.2668 -0.4451 -0.6241 -0.8894 -2.4401
  25  39   1    178      0      0      0   7.816E-20   0.000E+00
 -0.0816 -0.0687 -0.0622 -0.0428 -0.0363 -0.0299 -0.0234 -0.0169 -0.0105 -0.0040
  0.0025  0.0089  0.0154  0.0219  0.0283  0.0348  0.0413  0.0477  0.0542  0.0607
  0.0671  0.0736  0.0801  0.0865  0.0930  0.0995  0.1059  0.1124  0.1189  0.1253
  0.1318  0.1383  0.1447  0.1512  0.1577  0.1641  0.1706  0.1771  0.1835  0.1900
  0.1965  0.2029  0.2094  0.2158  0.2223  0.2288  0.2352  0.2417  0.2482  0.2546
  0.2611  0.2676  0.2740  0.2805  0.2934  0.3128  0.3322  0.3387  0.3516  0.3581
  0.3710  0.3840  0.4098  0.4228  0.4422  0.4616  0.4874  0.5068  0.5198  0.5392
  0.5456  0.5521  0.5585  0.5650  0.6426  0.7267  0.7525  1.3666
 -0.3526 -0.3456 -0.3206 -0.1873 -0.1710 -0.2052 -0.3053 -0.4226 -0.5003 -0.4803
 -0.3634 -0.2567 -0.1724 -0.0703  0.0590  0.1792  0.2540  0.2910  0.3486  0.4725
  0.6305  0.7766  0.8880  0.9565  0.9765  0.9478  0.8823  0.7955  0.6954  0.6047
  0.6238  0.8328  1.1027  1.3113  1.4226  1.4362  1.3695  1.2720  1.2191  1.2251
  1.2220  1.1543  1.0056  0.7920  0.6037  0.6168  0.7940  0.9542  1.0277  1.0093
  0.9184  0.8026  0.7242  0.6997  0.6829  0.6294  0.5486  0.5354  0.5326  0.5246
  0.4760  0.4249  0.3829  0.3314  0.2440  0.1960  0.1427  0.0974  0.0819  0.0902
